customerid,age,gender,frequencyofpurchases,purchaseamount,interactiontype,subscriptionstatus,promocodeused,previouspurchases,timestamp
1337,23,Male,Fortnightly,85,view,No,Yes,44,2023-12-13
1338,37,Male,Bi-Weekly,86,like,No,Yes,19,2023-12-14
1339,56,Male,Fortnightly,51,view,No,Yes,43,2023-12-15
1340,36,Male,Every 3 Months,56,like,No,Yes,5,2023-12-16
1341,40,Male,Every 3 Months,72,like,No,Yes,5,2023-12-17
1342,26,Male,Quarterly,27,purchase,No,Yes,31,2023-12-18
1343,57,Male,Monthly,43,view,No,Yes,11,2023-12-19
1344,68,Male,Monthly,56,like,No,Yes,34,2023-12-20
1345,56,Male,Annually,37,purchase,No,Yes,14,2023-12-21
1346,40,Male,Weekly,21,purchase,No,Yes,42,2023-12-22
1347,44,Male,Bi-Weekly,91,view,No,Yes,15,2023-12-23
1348,44,Male,Monthly,95,like,No,Yes,47,2023-12-24
1349,19,Male,Fortnightly,54,view,No,Yes,23,2023-12-25
1350,21,Male,Bi-Weekly,36,like,No,Yes,23,2023-12-26
1351,31,Male,Every 3 Months,71,like,No,Yes,1,2023-12-27
1352,30,Male,Quarterly,31,purchase,No,Yes,28,2023-12-28
1353,65,Male,Bi-Weekly,89,view,No,Yes,37,2023-01-01
1354,39,Male,Every 3 Months,83,like,No,Yes,4,2022-12-28
1355,64,Male,Quarterly,42,purchase,No,Yes,21,2022-12-29
1356,59,Male,Bi-Weekly,91,purchase,No,Yes,50,2022-12-30
1357,49,Male,Annually,61,view,No,Yes,34,2022-12-31
1358,24,Male,Quarterly,66,like,No,Yes,20,2023-01-01
1359,19,Male,Every 3 Months,22,view,No,Yes,25,2023-01-02
1360,27,Male,Fortnightly,68,like,No,Yes,26,2023-01-03
1361,56,Male,Annually,43,like,No,Yes,4,2023-01-04
1362,49,Male,Monthly,32,purchase,No,Yes,39,2023-01-05
1363,41,Male,Weekly,46,view,No,Yes,29,2023-01-06
1364,36,Male,Quarterly,90,like,No,Yes,47,2023-01-07
1365,68,Male,Every 3 Months,75,purchase,No,Yes,5,2023-01-08
1366,28,Male,Fortnightly,69,purchase,No,Yes,18,2023-01-09
1367,45,Male,Fortnightly,40,view,No,Yes,10,2023-01-10
1368,60,Male,Quarterly,63,like,No,Yes,25,2023-01-11
1369,21,Male,Weekly,36,view,No,Yes,2,2023-01-12
1370,32,Male,Fortnightly,75,like,No,Yes,48,2023-01-13
1371,27,Male,Every 3 Months,67,like,No,Yes,41,2023-01-14
1372,40,Male,Monthly,64,purchase,No,Yes,42,2023-01-15
1373,64,Male,Bi-Weekly,61,view,No,Yes,44,2023-01-16
1374,18,Male,Quarterly,40,like,No,Yes,6,2023-01-17
1375,22,Male,Quarterly,97,purchase,No,Yes,5,2023-01-18
1376,42,Male,Annually,31,purchase,No,Yes,8,2023-01-19
1377,57,Male,Annually,65,view,No,Yes,24,2023-01-20
1378,33,Male,Monthly,54,like,No,Yes,42,2023-01-21
1379,37,Male,Weekly,49,view,No,Yes,24,2023-01-22
1380,21,Male,Bi-Weekly,64,like,No,Yes,38,2023-01-23
1381,51,Male,Fortnightly,35,like,No,Yes,41,2023-01-24
1382,30,Male,Quarterly,86,purchase,No,Yes,48,2023-10-10
1383,68,Male,Quarterly,55,view,No,Yes,16,2023-10-11
1384,36,Male,Monthly,58,like,No,Yes,4,2023-10-12
1385,46,Male,Weekly,96,purchase,No,Yes,8,2023-10-13
1386,41,Male,Bi-Weekly,64,Unk,No,Yes,1,N
1387,68,Male,Quarterly,56,Unk,No,Yes,4,N
1388,21,Male,Monthly,85,Unk,No,Yes,20,N
1389,62,Male,Quarterly,23,Unk,No,Yes,40,N
1390,59,Male,Fortnightly,72,Unk,No,Yes,8,N
1391,25,Male,Weekly,38,Unk,No,Yes,42,N
1392,53,Male,Annually,29,Unk,No,Yes,38,N
1393,31,Male,Every 3 Months,46,Unk,No,Yes,34,N
1394,46,Male,Fortnightly,58,Unk,No,Yes,14,N
1395,26,Male,Weekly,43,Unk,No,Yes,39,N
1396,47,Male,Bi-Weekly,32,Unk,No,Yes,40,N
1397,37,Male,Monthly,30,Unk,No,Yes,49,N
1398,55,Male,Annually,67,Unk,No,Yes,33,N
1399,30,Male,Weekly,45,Unk,No,Yes,25,N
1400,19,Male,Annually,81,Unk,No,Yes,48,N
1401,36,Male,Every 3 Months,23,Unk,No,Yes,22,N
1402,23,Male,Weekly,59,Unk,No,Yes,1,N
1403,62,Male,Monthly,21,Unk,No,Yes,47,N
1404,26,Male,Bi-Weekly,20,Unk,No,Yes,20,N
1405,36,Male,Weekly,28,Unk,No,Yes,10,N
1406,33,Male,Monthly,100,Unk,No,Yes,39,N
1407,32,Male,Monthly,46,Unk,No,Yes,15,N
1408,56,Male,Annually,61,Unk,No,Yes,11,N
1409,58,Male,Weekly,58,Unk,No,Yes,38,N
1410,34,Male,Fortnightly,50,Unk,No,Yes,41,N
1411,61,Male,Annually,93,purchase,No,Yes,18,2023-11-08
1412,48,Male,Quarterly,24,view,No,Yes,13,2023-11-09
1413,25,Male,Annually,100,like,No,Yes,43,2023-11-10
1414,51,Male,Quarterly,79,view,No,Yes,12,2023-11-11
1415,29,Male,Bi-Weekly,51,like,No,Yes,3,2023-11-12
1416,54,Male,Every 3 Months,90,like,No,Yes,12,2023-11-13
1417,48,Male,Quarterly,56,purchase,No,Yes,46,2023-11-14
1418,62,Male,Fortnightly,25,view,No,Yes,21,2023-11-15
1419,18,Male,Every 3 Months,75,like,No,Yes,23,2023-11-16
1420,43,Male,Quarterly,75,purchase,No,Yes,4,2023-11-17
1421,22,Male,Every 3 Months,53,purchase,No,Yes,45,2023-11-18
1422,68,Male,Fortnightly,100,view,No,Yes,24,2023-11-19
1423,44,Male,Bi-Weekly,27,like,No,Yes,3,2023-11-20
1424,51,Male,Every 3 Months,60,view,No,Yes,12,2023-11-21
1425,66,Male,Every 3 Months,23,like,No,Yes,34,2023-11-22
1426,59,Male,Annually,40,like,No,Yes,39,2023-11-23
1427,60,Male,Every 3 Months,38,purchase,No,Yes,35,2023-11-24
1428,31,Male,Annually,90,view,No,Yes,8,2023-11-25
1429,20,Male,Quarterly,97,like,No,Yes,42,2023-11-26
1430,24,Male,Every 3 Months,38,purchase,No,Yes,6,2023-11-27
1431,48,Male,Fortnightly,30,purchase,No,Yes,3,2023-11-28
1432,39,Male,Quarterly,88,view,No,Yes,29,2023-11-29
1433,34,Male,Quarterly,33,like,No,Yes,32,2023-11-30
1434,70,Male,Weekly,60,view,No,Yes,45,2023-12-01
1435,59,Male,Bi-Weekly,64,like,No,Yes,21,2023-12-02
1436,45,Male,Weekly,95,like,No,Yes,41,2023-12-03
1437,35,Male,Fortnightly,83,purchase,No,Yes,23,2023-12-04
1438,69,Male,Annually,97,view,No,Yes,14,2023-12-05
1439,58,Male,Monthly,38,like,No,Yes,24,2023-12-06
1440,25,Male,Fortnightly,48,purchase,No,Yes,25,2023-12-07
1441,27,Male,Monthly,76,purchase,No,Yes,13,2023-12-08
1442,34,Male,Every 3 Months,25,view,No,Yes,3,2023-12-09
1443,53,Male,Annually,92,like,No,Yes,42,2023-12-10
1444,58,Male,Monthly,47,view,No,Yes,2,2023-12-11
1445,32,Male,Quarterly,36,like,No,Yes,26,2023-12-12
1446,64,Male,Annually,51,like,No,Yes,24,2023-12-13
1447,63,Male,Quarterly,35,purchase,No,Yes,6,2023-12-14
1448,23,Male,Monthly,57,view,No,Yes,25,2023-12-15
1449,64,Male,Every 3 Months,95,like,No,Yes,11,2023-12-16
1450,18,Male,Every 3 Months,41,purchase,No,Yes,20,2023-12-17
1451,25,Male,Quarterly,44,purchase,No,Yes,25,2023-12-18
1452,54,Male,Quarterly,34,view,No,Yes,35,2023-12-19
1453,60,Male,Quarterly,25,like,No,Yes,11,2023-12-20
1454,36,Male,Fortnightly,93,view,No,Yes,41,2023-12-21
1455,66,Male,Annually,50,like,No,Yes,17,2023-12-22
1456,60,Male,Every 3 Months,79,like,No,Yes,1,2023-12-23
1457,59,Male,Every 3 Months,100,purchase,No,Yes,30,2023-12-24
1458,58,Male,Fortnightly,57,view,No,Yes,47,2023-12-25
1459,35,Male,Weekly,28,like,No,Yes,34,2023-12-26
1460,20,Male,Fortnightly,35,purchase,No,Yes,18,2023-12-27
1461,70,Male,Bi-Weekly,85,purchase,No,Yes,33,2023-12-28
1462,54,Male,Quarterly,95,view,No,Yes,42,2023-01-01
1463,38,Male,Quarterly,90,like,No,Yes,2,2022-12-28
1464,54,Male,Monthly,49,view,No,Yes,1,2022-12-29
1465,33,Male,Quarterly,92,purchase,No,Yes,23,2022-12-30
1466,46,Male,Bi-Weekly,72,view,No,Yes,42,2022-12-31
1467,58,Male,Annually,71,like,No,Yes,3,2023-01-01
1468,30,Male,Fortnightly,27,view,No,Yes,16,2023-01-02
1469,42,Male,Fortnightly,39,like,No,Yes,46,2023-01-03
1470,28,Male,Every 3 Months,98,like,No,Yes,31,2023-01-04
1471,43,Male,Every 3 Months,27,purchase,No,Yes,15,2023-01-05
1472,31,Male,Every 3 Months,71,view,No,Yes,48,2023-01-06
1473,39,Male,Weekly,24,like,No,Yes,11,2023-01-07
1474,69,Male,Every 3 Months,63,purchase,No,Yes,20,2023-01-08
1475,31,Male,Monthly,72,purchase,No,Yes,6,2023-01-09
1476,44,Male,Monthly,61,view,No,Yes,24,2023-01-10
1477,39,Male,Monthly,56,like,No,Yes,18,2023-01-11
1478,24,Male,Every 3 Months,32,view,No,Yes,1,2023-01-12
1479,28,Male,Bi-Weekly,23,like,No,Yes,13,2023-01-13
1480,48,Male,Weekly,100,like,No,Yes,2,2023-01-14
1481,39,Male,Quarterly,74,purchase,No,Yes,26,2023-01-15
1482,64,Male,Quarterly,33,view,No,Yes,31,2023-01-16
1483,28,Male,Weekly,67,like,No,Yes,43,2023-01-17
1484,39,Male,Bi-Weekly,61,purchase,No,Yes,12,2023-01-18
1485,49,Male,Every 3 Months,46,purchase,No,Yes,22,2023-01-19
1486,22,Male,Fortnightly,56,view,No,Yes,3,2023-01-20
1487,25,Male,Every 3 Months,73,like,No,Yes,23,2023-01-21
1488,40,Male,Annually,44,view,No,Yes,26,2023-01-22
1489,23,Male,Weekly,44,like,No,Yes,37,2023-01-23
1490,24,Male,Quarterly,26,like,No,Yes,42,2023-01-24
1491,66,Male,Bi-Weekly,52,purchase,No,Yes,15,2023-01-25
1492,27,Male,Quarterly,54,view,No,Yes,10,2023-01-26
1493,62,Male,Quarterly,38,like,No,Yes,3,2023-01-27
1494,70,Male,Quarterly,44,purchase,No,Yes,44,2023-01-28
1495,43,Male,Fortnightly,76,purchase,No,Yes,23,2023-01-29
1496,45,Male,Weekly,23,view,No,Yes,6,2023-01-30
1497,63,Male,Bi-Weekly,98,like,No,Yes,9,2023-01-31
1498,69,Male,Every 3 Months,33,view,No,Yes,16,2023-02-01
1499,59,Male,Fortnightly,32,like,No,Yes,46,2023-02-02
1500,19,Male,Every 3 Months,85,like,No,Yes,24,2023-10-10
1501,63,Male,Monthly,69,purchase,No,Yes,22,2023-10-11
1502,37,Male,Every 3 Months,55,view,No,Yes,13,2023-10-12
1503,37,Male,Fortnightly,66,like,No,Yes,20,2023-10-13
1504,50,Male,Quarterly,30,purchase,No,Yes,46,2023-10-14
1505,60,Male,Monthly,80,purchase,No,Yes,10,2023-10-15
1506,46,Male,Monthly,20,view,No,Yes,39,2023-10-16
1507,35,Male,Quarterly,30,like,No,Yes,44,2023-10-17
1508,66,Male,Annually,86,view,No,Yes,7,2023-10-18
1509,35,Male,Every 3 Months,84,like,No,Yes,3,2023-10-19
1510,20,Male,Annually,54,like,No,Yes,44,2023-10-20
1511,55,Male,Annually,30,purchase,No,Yes,31,2023-10-21
1512,34,Male,Weekly,91,view,No,Yes,48,2023-10-22
1513,60,Male,Bi-Weekly,23,like,No,Yes,18,2023-10-23
1514,22,Male,Monthly,35,purchase,No,Yes,27,2023-10-24
1515,26,Male,Weekly,90,like,No,Yes,1,2023-10-25
1516,39,Male,Weekly,93,like,No,Yes,34,2023-10-26
1517,20,Male,Bi-Weekly,68,purchase,No,Yes,5,2023-10-27
1518,57,Male,Quarterly,41,view,No,Yes,12,2023-10-28
1519,68,Male,Fortnightly,73,like,No,Yes,14,2023-10-29
1520,50,Male,Weekly,73,view,No,Yes,40,2023-10-30
1521,21,Male,Quarterly,66,like,No,Yes,39,2023-10-31
1522,29,Male,Weekly,59,like,No,Yes,50,2023-11-01
1523,38,Male,Monthly,72,purchase,No,Yes,5,2023-11-02
1524,54,Male,Annually,88,view,No,Yes,35,2023-11-03
1525,22,Male,Bi-Weekly,76,like,No,Yes,6,2023-11-04
1526,29,Male,Fortnightly,31,purchase,No,Yes,22,2023-11-05
1527,41,Male,Monthly,22,purchase,No,Yes,27,2023-11-06
1528,26,Male,Fortnightly,75,view,No,Yes,33,2023-11-07
1529,69,Male,Bi-Weekly,75,like,No,Yes,47,2023-11-08
1530,20,Male,Bi-Weekly,63,view,No,Yes,48,2023-11-09
1531,59,Male,Quarterly,21,like,No,Yes,22,2023-11-10
1532,63,Male,Bi-Weekly,83,purchase,No,Yes,8,2023-11-11
1533,68,Male,Every 3 Months,46,view,No,Yes,5,2023-11-12
1534,50,Male,Quarterly,59,like,No,Yes,16,2023-11-13
1535,55,Male,Fortnightly,66,view,No,Yes,26,2023-11-14
1536,36,Male,Monthly,74,like,No,Yes,8,2023-11-15
1537,18,Male,Quarterly,82,like,No,Yes,17,2023-11-16
1538,68,Male,Annually,89,purchase,No,Yes,50,2023-11-17
1539,56,Male,Bi-Weekly,65,view,No,Yes,22,2023-11-18
1540,32,Male,Every 3 Months,55,like,No,Yes,19,2023-11-19
1541,28,Male,Monthly,95,purchase,No,Yes,14,2023-11-20
1542,24,Male,Bi-Weekly,77,purchase,No,Yes,35,2023-11-21
1543,59,Male,Weekly,44,view,No,Yes,43,2023-11-22
1544,56,Male,Annually,89,like,No,Yes,24,2023-11-23
1545,30,Male,Bi-Weekly,24,view,No,Yes,17,2023-11-24
1546,48,Male,Annually,43,like,No,Yes,49,2023-11-25
1547,60,Male,Annually,51,like,No,Yes,17,2023-11-26
1548,46,Male,Quarterly,46,purchase,No,Yes,40,2023-11-27
1549,69,Male,Weekly,32,view,No,Yes,43,2023-11-28
1550,19,Male,Every 3 Months,55,like,No,Yes,19,2023-11-29
1551,66,Male,Quarterly,26,purchase,No,Yes,40,2023-11-30
1552,64,Male,Monthly,29,purchase,No,Yes,13,2023-12-01
1553,54,Male,Monthly,49,view,No,Yes,20,2023-12-02
1554,27,Male,Quarterly,45,like,No,Yes,21,2023-12-03
1555,64,Male,Bi-Weekly,48,view,No,Yes,18,2023-12-04
1556,43,Male,Quarterly,47,like,No,Yes,44,2023-12-05
1557,43,Male,Quarterly,57,purchase,No,Yes,26,2023-12-06
1558,27,Male,Quarterly,34,view,No,Yes,34,2023-12-07
1559,35,Male,Every 3 Months,75,like,No,Yes,24,2023-12-08
1560,43,Male,Fortnightly,94,view,No,Yes,23,2023-12-09
1561,57,Male,Weekly,84,like,No,Yes,3,2023-12-10
1562,50,Male,Quarterly,38,like,No,Yes,2,2023-12-11
1563,37,Male,Bi-Weekly,75,purchase,No,Yes,23,2023-12-12
1564,68,Male,Weekly,44,view,No,Yes,8,2023-12-13
1565,22,Male,Every 3 Months,33,like,No,Yes,30,2023-12-14
1566,58,Male,Annually,93,purchase,No,Yes,48,2023-12-15
1567,48,Male,Bi-Weekly,99,purchase,No,Yes,21,2023-12-16
1568,30,Male,Monthly,33,view,No,Yes,9,2023-12-17
1569,51,Male,Monthly,76,like,No,Yes,8,2023-12-18
1570,20,Male,Weekly,63,view,No,Yes,29,2023-12-19
1571,30,Male,Every 3 Months,41,like,No,Yes,3,2023-12-20
1572,28,Male,Fortnightly,88,like,No,Yes,11,2023-12-21
1573,37,Male,Monthly,92,purchase,No,Yes,16,2023-12-22
1574,36,Male,Weekly,31,view,No,Yes,25,2023-12-23
1575,18,Male,Bi-Weekly,25,like,No,Yes,32,2023-12-24
1576,52,Male,Fortnightly,28,purchase,No,Yes,28,2023-12-25
1577,56,Male,Monthly,75,purchase,No,Yes,36,2023-12-26
1578,68,Male,Fortnightly,34,purchase,No,Yes,7,2023-12-27
1579,62,Male,Quarterly,97,view,No,Yes,2,2023-12-28
1580,35,Male,Monthly,80,like,No,Yes,6,2023-01-01
1581,65,Male,Annually,71,view,No,Yes,30,2022-12-28
1582,69,Male,Quarterly,77,like,No,Yes,46,2022-12-29
1583,28,Male,Monthly,41,like,No,Yes,39,2022-12-30
1584,37,Male,Annually,92,purchase,No,Yes,8,2022-12-31
1585,41,Male,Quarterly,95,view,No,Yes,46,2023-01-01
1586,37,Male,Fortnightly,25,like,No,Yes,40,2023-01-02
1587,25,Male,Weekly,77,purchase,No,Yes,21,2023-01-03
1588,41,Male,Fortnightly,99,purchase,No,Yes,33,2023-01-04
1589,48,Male,Monthly,24,purchase,No,Yes,3,2023-01-05
1590,42,Male,Weekly,72,view,No,Yes,48,2023-01-06
1591,54,Male,Annually,80,like,No,Yes,8,2023-01-07
1592,18,Male,Annually,100,view,No,Yes,24,2023-01-08
1593,56,Male,Every 3 Months,83,like,No,Yes,10,2023-01-09
1594,61,Male,Monthly,95,like,No,Yes,25,2023-01-10
1595,40,Male,Fortnightly,41,purchase,No,Yes,3,2023-01-11
1596,34,Male,Fortnightly,35,view,No,Yes,45,2023-01-12
1597,42,Male,Monthly,30,like,No,Yes,15,2023-01-13
1598,43,Male,Quarterly,21,purchase,No,Yes,34,2023-01-14
1599,47,Male,Bi-Weekly,85,purchase,No,Yes,21,2023-01-15
1600,48,Male,Bi-Weekly,54,view,No,Yes,22,2023-01-16
1601,20,Male,Weekly,26,like,No,Yes,24,2023-01-17
1602,65,Male,Monthly,59,view,No,Yes,33,2023-01-18
1603,54,Male,Fortnightly,48,like,No,Yes,13,2023-01-19
1604,23,Male,Bi-Weekly,98,like,No,Yes,17,2023-01-20
1605,18,Male,Every 3 Months,92,purchase,No,Yes,25,2023-01-21
1606,70,Male,Bi-Weekly,46,view,No,Yes,15,2023-01-22
1607,55,Male,Fortnightly,21,like,No,Yes,4,2023-01-23
1608,49,Male,Quarterly,72,purchase,No,Yes,43,2023-01-24
1609,26,Male,Bi-Weekly,58,purchase,No,Yes,12,2023-10-10
1610,33,Male,Monthly,93,view,No,Yes,3,2023-10-11
1611,20,Male,Annually,31,like,No,Yes,1,2023-10-12
1612,41,Male,Monthly,26,view,No,Yes,6,2023-10-13
1613,18,Male,Monthly,68,like,No,Yes,26,2023-10-14
1614,26,Male,Fortnightly,31,like,No,Yes,6,2023-10-15
1615,30,Male,Bi-Weekly,41,purchase,No,Yes,22,2023-10-16
1616,64,Male,Bi-Weekly,62,view,No,Yes,45,2023-10-17
1617,26,Male,Quarterly,41,like,No,Yes,50,2023-10-18
1618,43,Male,Fortnightly,64,view,No,Yes,50,2023-10-19
1619,63,Male,Quarterly,72,like,No,Yes,39,2023-10-20
1620,57,Male,Bi-Weekly,78,like,No,Yes,50,2023-10-21
1621,25,Male,Every 3 Months,47,purchase,No,Yes,27,2023-10-22
1622,68,Male,Fortnightly,46,view,No,Yes,38,2023-10-23
1623,31,Male,Every 3 Months,43,like,No,Yes,37,2023-10-24
1624,64,Male,Annually,58,purchase,No,Yes,50,2023-10-25
1625,38,Male,Every 3 Months,32,purchase,No,Yes,40,2023-10-26
1626,34,Male,Bi-Weekly,45,purchase,No,Yes,3,2023-10-27
1627,32,Male,Bi-Weekly,35,view,No,Yes,45,2023-10-28
1628,69,Male,Annually,21,like,No,Yes,8,2023-10-29
1629,45,Male,Monthly,64,view,No,Yes,7,2023-10-30
1630,35,Male,Quarterly,88,like,No,Yes,13,2023-10-31
1631,63,Male,Every 3 Months,48,like,No,Yes,29,2023-11-01
1632,65,Male,Fortnightly,36,purchase,No,Yes,7,2023-11-02
1633,35,Male,Every 3 Months,28,view,No,Yes,50,2023-11-03
1634,54,Male,Bi-Weekly,80,like,No,Yes,33,2023-11-04
1635,28,Male,Every 3 Months,23,purchase,No,Yes,30,2023-11-05
1636,68,Male,Annually,24,purchase,No,Yes,40,2023-11-06
1637,58,Male,Fortnightly,22,view,No,Yes,49,2023-11-07
1638,35,Male,Fortnightly,21,like,No,Yes,32,2023-11-08
1639,68,Male,Weekly,51,view,No,Yes,18,2023-11-09
1640,41,Male,Annually,65,like,No,Yes,50,2023-11-10
1641,65,Male,Weekly,51,like,No,Yes,13,2023-11-11
1642,50,Male,Every 3 Months,32,purchase,No,Yes,1,2023-11-12
1643,18,Male,Fortnightly,70,view,No,Yes,16,2023-11-13
1644,38,Male,Monthly,77,like,No,Yes,6,2023-11-14
1645,68,Male,Monthly,90,purchase,No,Yes,21,2023-11-15
1646,53,Male,Every 3 Months,36,purchase,No,Yes,36,2023-11-16
1647,58,Male,Every 3 Months,77,view,No,Yes,20,2023-11-17
1648,34,Male,Quarterly,78,like,No,Yes,8,2023-11-18
1649,36,Male,Monthly,69,view,No,Yes,22,2023-11-19
1650,58,Male,Quarterly,63,like,No,Yes,3,2023-11-20
1651,60,Male,Fortnightly,36,like,No,Yes,46,2023-11-21
1652,59,Male,Monthly,80,purchase,No,Yes,42,2023-11-22
1653,65,Male,Fortnightly,35,view,No,Yes,1,2023-11-23
1654,31,Male,Bi-Weekly,93,like,No,Yes,29,2023-11-24
1655,43,Male,Quarterly,25,purchase,No,Yes,14,2023-11-25
1656,37,Male,Monthly,81,purchase,No,Yes,4,2023-11-26
1657,21,Male,Every 3 Months,42,view,No,Yes,41,2023-11-27
1658,69,Male,Bi-Weekly,36,like,No,Yes,4,2023-11-28
1659,32,Male,Weekly,66,view,No,Yes,47,2023-11-29
1660,53,Male,Annually,37,like,No,Yes,44,2023-11-30
1661,59,Male,Monthly,45,like,No,Yes,37,2023-12-01
1662,64,Male,Quarterly,86,purchase,No,Yes,21,2023-12-02
1663,63,Male,Fortnightly,24,view,No,Yes,46,2023-12-03
1664,43,Male,Bi-Weekly,22,like,No,Yes,1,2023-12-04
1665,19,Male,Weekly,53,purchase,No,Yes,35,2023-12-05
1666,40,Male,Monthly,41,purchase,No,Yes,49,2023-12-06
1667,51,Male,Annually,64,view,No,Yes,47,2023-12-07
1668,51,Male,Every 3 Months,40,like,No,Yes,24,2023-12-08
1669,66,Male,Fortnightly,33,view,No,Yes,28,2023-12-09
1670,42,Male,Quarterly,59,like,No,Yes,22,2023-12-10
1671,22,Male,Weekly,73,like,No,Yes,20,2023-12-11
1672,31,Male,Weekly,22,purchase,No,Yes,25,2023-12-12
1673,18,Male,Quarterly,73,view,No,Yes,15,2023-12-13
1674,21,Male,Bi-Weekly,62,like,No,Yes,49,2023-12-14
1675,35,Male,Fortnightly,56,purchase,No,Yes,10,2023-12-15
1676,35,Male,Annually,90,purchase,No,Yes,21,2023-12-16
1677,27,Male,Weekly,44,view,No,Yes,34,2023-12-17
1678,65,Male,Weekly,35,like,No,No,41,2023-12-18
1679,41,Male,Fortnightly,71,view,No,No,30,2023-12-19
1680,60,Male,Bi-Weekly,52,like,No,No,24,2023-12-20
1681,61,Male,Annually,37,like,No,No,6,2023-12-21
1682,24,Male,Bi-Weekly,95,purchase,No,No,14,2023-12-22
1683,65,Male,Bi-Weekly,97,view,No,No,37,2023-12-23
1684,23,Male,Quarterly,57,like,No,No,37,2023-12-24
1685,30,Male,Weekly,93,purchase,No,No,28,2023-12-25
1686,33,Male,Bi-Weekly,48,Unk,No,No,43,N
1687,22,Male,Annually,75,Unk,No,No,25,N
1688,67,Male,Annually,70,Unk,No,No,4,N
1689,28,Male,Fortnightly,26,Unk,No,No,13,N
1690,32,Male,Monthly,73,view,No,No,32,2022-12-28
1691,40,Male,Annually,30,like,No,No,1,2022-12-29
1692,64,Male,Annually,61,view,No,No,4,2022-12-30
1693,56,Male,Bi-Weekly,75,like,No,No,33,2022-12-31
1694,63,Male,Fortnightly,88,like,No,No,45,2023-01-01
1695,20,Male,Fortnightly,67,purchase,No,No,20,2023-01-02
1696,54,Male,Fortnightly,95,view,No,No,1,2023-01-03
1697,31,Male,Bi-Weekly,69,like,No,No,7,2023-01-04
1698,36,Male,Every 3 Months,87,purchase,No,No,48,2023-01-05
1699,25,Male,Quarterly,41,purchase,No,No,46,2023-01-06
1700,20,Male,Annually,67,purchase,No,No,34,2023-01-07
1701,62,Male,Monthly,70,view,No,No,36,2023-01-08
1702,69,Male,Every 3 Months,41,like,No,No,44,2023-01-09
1703,54,Male,Weekly,83,view,No,No,48,2023-01-10
1704,39,Male,Annually,22,like,No,No,12,2023-01-11
1705,56,Male,Every 3 Months,20,like,No,No,19,2023-01-12
1706,39,Male,Bi-Weekly,29,purchase,No,No,49,2023-01-13
1707,37,Male,Fortnightly,87,view,No,No,25,2023-01-14
1708,25,Male,Bi-Weekly,81,like,No,No,25,2023-01-15
1709,35,Male,Quarterly,58,purchase,No,No,1,2023-01-16
1710,45,Male,Annually,83,purchase,No,No,19,2023-01-17
1711,19,Male,Quarterly,59,purchase,No,No,7,2023-01-18
1712,21,Male,Monthly,93,view,No,No,19,2023-01-19
1713,65,Male,Fortnightly,87,like,No,No,9,2023-01-20
1714,49,Male,Quarterly,22,view,No,No,37,2023-01-21
1715,30,Male,Monthly,71,like,No,No,15,2023-01-22
1716,23,Male,Bi-Weekly,69,like,No,No,30,2023-01-23
1717,69,Male,Every 3 Months,47,purchase,No,No,30,2023-01-24
1718,29,Male,Bi-Weekly,50,view,No,No,16,2023-01-25
1719,54,Male,Every 3 Months,96,like,No,No,14,2023-01-26
1720,45,Male,Quarterly,39,purchase,No,No,8,2023-01-27
1721,25,Male,Bi-Weekly,84,purchase,No,No,40,2023-01-28
1722,34,Male,Monthly,28,view,No,No,24,2023-01-29
1723,46,Male,Fortnightly,51,like,No,No,14,2023-01-30
1724,70,Male,Annually,20,view,No,No,39,2023-01-31
1725,42,Male,Weekly,72,like,No,No,21,2023-02-01
1726,45,Male,Quarterly,33,like,No,No,32,2023-02-02
1727,57,Male,Weekly,28,purchase,No,No,45,2023-02-03
1728,49,Male,Monthly,53,view,No,No,19,2023-02-04
1729,23,Male,Every 3 Months,48,like,No,No,1,2023-02-05
1730,47,Male,Fortnightly,21,purchase,No,No,12,2023-02-06
1731,23,Male,Weekly,22,purchase,No,No,26,2023-02-07
1732,21,Male,Monthly,87,view,No,No,12,2023-02-08
1733,45,Male,Every 3 Months,50,like,No,No,36,2023-02-09
1734,67,Male,Annually,85,view,No,No,22,2023-02-10
1735,31,Male,Quarterly,98,like,No,No,16,2023-02-11
1736,58,Male,Annually,34,like,No,No,31,2023-02-12
1737,57,Male,Quarterly,61,purchase,No,No,43,2023-02-13
1738,42,Male,Bi-Weekly,98,view,No,No,50,2023-02-14
1739,60,Male,Weekly,61,like,No,No,37,2023-02-15
1740,21,Male,Weekly,98,view,No,No,23,2023-02-16
1741,69,Male,Every 3 Months,21,like,No,No,10,2023-02-17
1742,41,Male,Monthly,51,like,No,No,20,2023-02-18
1743,51,Male,Every 3 Months,80,purchase,No,No,18,2023-02-19
1744,23,Male,Weekly,72,view,No,No,3,2023-02-20
1745,57,Male,Weekly,63,like,No,No,23,2023-02-21
1746,40,Male,Weekly,27,purchase,No,No,27,2023-02-22
1747,65,Male,Fortnightly,44,purchase,No,No,44,2023-02-23
1748,61,Male,Quarterly,23,purchase,No,No,41,2023-02-24
1749,34,Male,Annually,93,view,No,No,41,2023-02-25
1750,43,Male,Every 3 Months,70,like,No,No,36,2023-02-26
1751,31,Male,Every 3 Months,85,view,No,No,38,2023-02-27
1752,57,Male,Annually,40,like,No,No,34,2023-02-28
1753,34,Male,Quarterly,29,like,No,No,14,2023-03-01
1754,25,Male,Fortnightly,27,purchase,No,No,23,2023-03-02
